state,state_fips,variable,sex,age_group,num_chronic,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Arizona,04,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,4 to 5,1750.3543,1726.7135,1732.6149,1655.4493,1656.5733,1702.9968,1612.0092,1721.7781,1753.2,1708.188,1608.2238
Arizona,04,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,6+,3631.5022,3794.699,3766.0333,3796.2833,3860.1465,3811.4674,3632.1688,3655.5482,3740.6376,3658.8064,3532.6995
Arizona,04,Hospital Readmissions-Percentage (%),females, Less than 65 Years,0 to 1,9.66,8.8,9.74,10.74,8.61,6.73,5.57,7.93,4.66,6,7.18
Arizona,04,Hospital Readmissions-Percentage (%),females, Less than 65 Years,2 to 3,12.06,12.42,12.25,13.16,12.71,12.54,12.73,11.65,12.54,12.82,11.24
Arizona,04,Hospital Readmissions-Percentage (%),females, Less than 65 Years,4 to 5,18.41,19.33,20.9,17.71,16,15.75,15.58,17.14,16.76,16.76,18.58
Arizona,04,Hospital Readmissions-Percentage (%),females, Less than 65 Years,6+,32.82,31.37,33.01,34.43,34.41,32.31,31.22,29.37,28.71,28.91,27.4
Arizona,04,Per Capita Spending-Actual ($),females, 65 Years and Over,0 to 1,2027.9705,2124.2176,2192.4284,2288.0241,2222.9463,2302.5988,2279.4419,2280.6039,2311.7618,2323.7901,2388.6604
Arizona,04,Per Capita Spending-Actual ($),females, 65 Years and Over,2 to 3,5221.6167,5365.9314,5528.4233,5760.0132,5638.6552,5770.2203,5858.094,5852.0092,5884.5537,5943.4219,6093.5568
Arizona,04,Per Capita Spending-Actual ($),females, 65 Years and Over,4 to 5,11370.7158,11584.6865,11937.7357,11954.3707,11688.0049,11624.1541,11524.7281,11589.7178,11185.785,11226.1619,11578.4652
Arizona,04,Per Capita Spending-Actual ($),females, 65 Years and Over,6+,28732.3311,29190.2284,30029.494,30636.5476,30963.146,30207.8836,30086.7713,29703.0935,28841.7448,28511.058,29127.4371
Arizona,04,Per Capita Spending-Standardized ($),females, 65 Years and Over,0 to 1,2010.1445,2116.779,2173.5861,2247.5817,2164.7422,2256.0762,2250.5756,2215.9289,2292.7801,2301.1727,2359.1826
Arizona,04,Per Capita Spending-Standardized ($),females, 65 Years and Over,2 to 3,5085.5626,5261.9216,5369.6239,5533.7908,5355.9122,5543.1236,5631.7508,5566.2169,5710.072,5744.0473,5865.8794
Arizona,04,Per Capita Spending-Standardized ($),females, 65 Years and Over,4 to 5,10880.3343,11183.2478,11386.6977,11275.9636,10845.5968,10943.8769,10844.284,10847.3689,10665.48,10676.1814,10929.8955
Arizona,04,Per Capita Spending-Standardized ($),females, 65 Years and Over,6+,27183.6474,27909.5269,28318.6196,28476.8657,28231.9744,27977.3753,27876.6644,27436.5688,27030.5653,26626.4191,26942.8669
Arizona,04,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,0 to 1,136.6103,138.125,131.0052,134.5854,128.961,131.8627,130.6367,132.8379,135.4835,141.3049,143.3637
Arizona,04,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,2 to 3,341.5166,350.2981,340.8825,343.5261,336.037,341.867,330.8771,339.8105,346.8614,352.2886,355.8512
Arizona,04,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,4 to 5,738.1745,745.1265,736.0925,728.3215,711.0331,712.3049,680.3457,692.5599,698.6445,689.3339,698.0611
Arizona,04,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,6+,1839.7078,1881.6815,1845.2868,1883.8665,1882.0276,1858.0706,1799.0228,1812.5462,1825.0916,1793.6802,1777.3301
Arizona,04,Hospital Readmissions-Percentage (%),females, 65 Years and Over,0 to 1,4.91,4.17,4.85,4.31,4.41,4.51,4.66,4.81,3.04,4.33,4.95
Arizona,04,Hospital Readmissions-Percentage (%),females, 65 Years and Over,2 to 3,7.2,7.1,6.72,7.22,6.54,5.93,6.04,6.7,5.47,5.41,5.22
Arizona,04,Hospital Readmissions-Percentage (%),females, 65 Years and Over,4 to 5,11.98,11.66,11.72,11.61,10.39,9.49,9.85,9.51,9.09,9.14,8.97
Arizona,04,Hospital Readmissions-Percentage (%),females, 65 Years and Over,6+,24.06,23.83,22.97,23.41,22.47,20.95,20.29,20.09,19.91,19.29,19.47
Arkansas,05,Per Capita Spending-Actual ($),females, Less than 65 Years,0 to 1,1949.8696,2096.837,2164.8272,2084.5357,2095.8302,2134.6909,2156.1953,2270.6366,2280.2137,2235.6058,2290.8135
Arkansas,05,Per Capita Spending-Actual ($),females, Less than 65 Years,2 to 3,5779.0116,5958.043,6159.0506,6133.7821,5793.1526,6065.4053,5914.5152,6073.1677,6290.4195,6421.8935,6419.1647
Arkansas,05,Per Capita Spending-Actual ($),females, Less than 65 Years,4 to 5,12457.8021,12744.1291,12654.1387,12552.8689,11889.1946,12102.6394,12151.8813,12437.7828,12241.6573,11751.9786,11916.0831
Arkansas,05,Per Capita Spending-Actual ($),females, Less than 65 Years,6+,28132.8155,29399.2483,30585.7483,30502.3258,31137.8688,31984.1167,30536.5386,31075.5997,29625.9622,29103.7622,30025.6868
Arkansas,05,Per Capita Spending-Standardized ($),females, Less than 65 Years,0 to 1,2155.7794,2308.3796,2377.8057,2279.157,2272.1512,2328.9739,2368.7207,2415.6891,2472.1355,2480.9846,2543.6844
Arkansas,05,Per Capita Spending-Standardized ($),females, Less than 65 Years,2 to 3,6223.554,6484.3672,6635.1681,6554.5982,6221.8266,6525.0253,6430.9415,6432.3887,6741.8118,7011.8862,6998.3937
Arkansas,05,Per Capita Spending-Standardized ($),females, Less than 65 Years,4 to 5,13193.2625,13454.2763,13353.0088,13181.8282,12576.2101,12840.3266,12983.3096,12986.1275,12972.9565,12621.4903,12846.908
Arkansas,05,Per Capita Spending-Standardized ($),females, Less than 65 Years,6+,29303.6191,30787.0417,31914.2682,31688.9562,32284.3587,33267.5738,32353.1031,32242.4685,31166.3177,30660.0821,31913.9962
Arkansas,05,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,0 to 1,440.6718,473.0511,488.6709,484.9326,504.2889,493.5467,493.0227,519.5664,489.4297,471.803,468.9848
Arkansas,05,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,2 to 3,937.3519,979.8865,1001.8403,1043.1202,982.0086,1031.1461,981.9976,1018.6189,999.5693,937.9494,948.452
Arkansas,05,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,4 to 5,1722.8269,1706.7822,1646.0832,1665.5446,1641.6725,1707.0064,1624.2453,1697.0191,1628.7295,1572.8909,1520.1832
Arkansas,05,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,6+,3464.2857,3279.3829,3415.581,3485.0371,3522.4142,3684.7147,3509.6272,3554.7519,3557.0321,3376.9616,3437.3464
Arkansas,05,Hospital Readmissions-Percentage (%),females, Less than 65 Years,0 to 1,9.69,9.19,7.53,8.62,8.89,10.61,7.09,7.65,5.99,6.13,9.1
Arkansas,05,Hospital Readmissions-Percentage (%),females, Less than 65 Years,2 to 3,12.75,13.21,11.9,13.11,11.24,11.65,12.71,11.59,12.13,10.9,10.76
Arkansas,05,Hospital Readmissions-Percentage (%),females, Less than 65 Years,4 to 5,17.42,17.88,16.06,16.52,16.66,16.68,18.09,17.52,16.15,16.35,14.72
Arkansas,05,Hospital Readmissions-Percentage (%),females, Less than 65 Years,6+,27.23,27.3,28.64,27.02,28.01,27.61,24.57,27.1,28.36,27.56,27.57
Arkansas,05,Per Capita Spending-Actual ($),females, 65 Years and Over,0 to 1,1623.117,1610.7663,1648.1652,1702.8916,1619.6653,1676.6478,1673.1266,1718.8111,1773.5758,1827.5513,1868.9524
Arkansas,05,Per Capita Spending-Actual ($),females, 65 Years and Over,2 to 3,4565.3614,4604.5138,4650.9372,4723.9649,4607.3691,4670.7518,4617.4426,4610.636,4816.7284,4897.5217,4946.275
Arkansas,05,Per Capita Spending-Actual ($),females, 65 Years and Over,4 to 5,10500.5694,10671.9482,10665.8658,10749.8371,10110.4084,10015.778,10008.9918,10135.7499,10068.24,9886.1074,10127.7588
Arkansas,05,Per Capita Spending-Actual ($),females, 65 Years and Over,6+,26047.0857,26832.139,27489.7121,27557.9437,28098.3302,27101.1982,26523.9681,27506.0847,27426.4951,26976.2985,27148.9562
Arkansas,05,Per Capita Spending-Standardized ($),females, 65 Years and Over,0 to 1,1769.043,1756.5159,1791.142,1818.7174,1735.87,1821.9338,1837.8776,1846.0417,1931.4762,1992.8008,2227.4958
Arkansas,05,Per Capita Spending-Standardized ($),females, 65 Years and Over,2 to 3,4885.994,4936.2775,4983.2123,5013.6864,4871.2586,4992.6103,4973.8765,4905.7085,5186.8086,5270.5784,5468.6976
Arkansas,05,Per Capita Spending-Standardized ($),females, 65 Years and Over,4 to 5,11147.5342,11358.3303,11343.9196,11401.755,10628.3547,10610.8923,10694.8499,10737.3384,10787.7076,10624.3005,10890.9783
Arkansas,05,Per Capita Spending-Standardized ($),females, 65 Years and Over,6+,27667.2185,28533.1852,29241.787,29353.7221,29614.5603,28635.8405,28209.5694,29147.9586,29446.11,29086.369,29237.929
Arkansas,05,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,0 to 1,133.2565,131.5929,129.9992,126.4167,124.6665,125.7972,121.5066,127.5153,129.4282,129.6533,136.7819
Arkansas,05,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,2 to 3,349.7462,354.821,340.04880000000003,338.465,334.0549,344.3418,330.9225,339.5334,348.5361,347.7083,356.1129
Arkansas,05,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,4 to 5,783.6459,791.2214,762.4472,757.4144,732.4049,739.4637,710.2972,735.2908,735.256,722.794,740.9972
Arkansas,05,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,6+,1910.972,1967.0045,1933.5128,1956.2922,1979.6587,1937.5818,1869.1422,1956.218,1993.6985,1936.0213,1937.6372
Arkansas,05,Hospital Readmissions-Percentage (%),females, 65 Years and Over,0 to 1,5.87,4.8,5.63,5.76,4.78,4.21,4.63,4.99,4.39,4.11,4.1
Arkansas,05,Hospital Readmissions-Percentage (%),females, 65 Years and Over,2 to 3,7.87,8.66,7.54,7.86,6.81,7.49,6.69,5.9,5.95,6.06,6.15
Arkansas,05,Hospital Readmissions-Percentage (%),females, 65 Years and Over,4 to 5,13.02,13.03,12.55,12.44,10.99,10.71,10.64,10.36,9.67,9.64,10.22
Arkansas,05,Hospital Readmissions-Percentage (%),females, 65 Years and Over,6+,24.26,24.22,24.12,23.68,23.58,22.21,21.32,21.91,21.35,21.28,21.28
California,06,Per Capita Spending-Actual ($),females, Less than 65 Years,0 to 1,2154.1237,2380.0481,2495.861,2532.3692,2556.2238,2592.6874,2710.7267,2867.3818,2897.0127,2987.7814,3085.0272
California,06,Per Capita Spending-Actual ($),females, Less than 65 Years,2 to 3,8000.622,8402.3692,8973.1053,8915.4743,8862.3609,8910.9953,9064.3405,9465.1355,9636.6603,9695.3736,9887.6662
California,06,Per Capita Spending-Actual ($),females, Less than 65 Years,4 to 5,16517.068,17719.3195,18617.7401,18493.7795,17971.2349,18277.2071,18505.2326,19115.3963,18707.6472,18618.7423,18627.6452
California,06,Per Capita Spending-Actual ($),females, Less than 65 Years,6+,41595.5353,45236.7958,48013.215,47550.1638,49268.6682,49265.3831,50896.4786,50894.47,50027.762,48611.7669,49187.7185
California,06,Per Capita Spending-Standardized ($),females, Less than 65 Years,0 to 1,1947.9191,2154.2935,2225.9053,2273.8505,2245.8429,2303.0329,2371.0544,2434.2442,2500.5933,2597.8614,2662.8116
California,06,Per Capita Spending-Standardized ($),females, Less than 65 Years,2 to 3,6976.6614,7342.9365,7672.6962,7783.4594,7447.6204,7607.4275,7655.7015,7780.5797,7979.8555,8007.3038,8170.4476
California,06,Per Capita Spending-Standardized ($),females, Less than 65 Years,4 to 5,13954.8092,14959.9329,15483.9775,15594.6165,14583.6397,15155.8604,15064.5704,15276.4407,15029.4048,14812.7608,14853.8638
California,06,Per Capita Spending-Standardized ($),females, Less than 65 Years,6+,33960.6284,37030.8708,38528.7257,39063.9129,38669.2572,39668.4681,40006.0068,39547.2736,38974.7149,37456.8356,37895.9171
California,06,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,0 to 1,361.6342,383.3028,388.7903,385.1881,387.4749,397.5795,394.8277,404.9749,399.4573,403.8727,400.7145
California,06,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,2 to 3,899.5286,908.3355,931.3844,891.819,912.615,934.3369,937.9564,942.309,942.078,967.0201,938.542
California,06,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,4 to 5,1494.0826,1515.3516,1538.2243,1521.7841,1517.7192,1571.5483,1554.0053,1586.2854,1580.3859,1575.18,1579.0833
California,06,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,6+,3214.9301,3332.1581,3449.7951,3473.412,3492.7671,3575.8153,3574.3152,3593.8671,3578.5853,3479.2728,3493.3303
California,06,Hospital Readmissions-Percentage (%),females, Less than 65 Years,0 to 1,8.24,8.51,8,8.85,8.43,8.09,8.52,7.94,7.56,6.33,7.72
California,06,Hospital Readmissions-Percentage (%),females, Less than 65 Years,2 to 3,13.46,12.69,12.85,12.71,12.22,11.96,12.28,11.79,12.42,11.87,11.77
California,06,Hospital Readmissions-Percentage (%),females, Less than 65 Years,4 to 5,19.22,18.65,18.61,17.54,16.61,17.14,16.51,16.28,16.16,16.15,15.16
California,06,Hospital Readmissions-Percentage (%),females, Less than 65 Years,6+,31.45,32.26,32.35,32.43,32.22,31.04,30.33,29.88,30.29,29.75,30.37
California,06,Per Capita Spending-Actual ($),females, 65 Years and Over,0 to 1,1776.2601,1866.8027,1932.4164,1972.4332,2005.6665,2090.7471,2119.7234,2184.729,2253.8285,2279.1321,2350.392
California,06,Per Capita Spending-Actual ($),females, 65 Years and Over,2 to 3,5086.4677,5323.4922,5485.9274,5595.3384,5548.305,5682.8052,5794.4572,5978.3912,6152.0452,6323.3091,6465.869
California,06,Per Capita Spending-Actual ($),females, 65 Years and Over,4 to 5,10971.5057,11405.7174,11781.7097,11774.1616,11376.1891,11491.6965,11641.0642,11813.1371,11964.5457,12078.599,12442.7563
California,06,Per Capita Spending-Actual ($),females, 65 Years and Over,6+,30676.082,32605.422,34131.0381,34316.4774,35091.557,34653.7546,34590.4041,34647.5296,34634.6523,34705.3993,35296.4807
California,06,Per Capita Spending-Standardized ($),females, 65 Years and Over,0 to 1,1607.9795,1683.2182,1721.5668,1782.8865,1770.7856,1861.7235,1884.2913,1886.0901,1966.3018,1983.236,2036.7184
California,06,Per Capita Spending-Standardized ($),females, 65 Years and Over,2 to 3,4441.3692,4646.5475,4719.2321,4912.862,4728.3702,4916.4601,4959.2364,4995.3806,5189.0091,5311.3123,5419.1485
California,06,Per Capita Spending-Standardized ($),females, 65 Years and Over,4 to 5,9272.8201,9654.5603,9784.2441,10026.034,9354.0813,9635.5334,9589.6598,9575.2258,9751.8938,9784.8761,10064.5418
California,06,Per Capita Spending-Standardized ($),females, 65 Years and Over,6+,25113.0782,26749.0261,27462.8075,28327.9171,27825.1564,28105.5514,27492.5146,27213.4768,27277.1721,27064.9315,27511.6865
California,06,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,0 to 1,120.3535,118.7393,115.8812,112.8372,110.8548,112.7116,113.2186,113.8052,117.2871,119.0559,124.0065
California,06,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,2 to 3,306.5226,305.1058,297.255,297.0408,295.3915,300.4805,302.9679,305.7129,318.6544,324.3772,333.8774
California,06,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,4 to 5,628.3536,629.4388,615.0015,611.1946,597.4754,605.7224,609.2982,618.949,628.91,630.8114,652.1977
California,06,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,6+,1619.207,1628.8743,1615.3145,1629.4598,1646.6476,1663.6783,1651.5699,1678.2933,1691.5483,1684.7625,1714.2496
California,06,Hospital Readmissions-Percentage (%),females, 65 Years and Over,0 to 1,4.88,5.21,4.73,4.32,4.04,4.38,4.14,4.8,4.1,3.61,4.21
California,06,Hospital Readmissions-Percentage (%),females, 65 Years and Over,2 to 3,6.94,6.98,6.53,6.49,6.11,5.78,6.09,5.81,5.77,5.96,5.55
California,06,Hospital Readmissions-Percentage (%),females, 65 Years and Over,4 to 5,11.41,11.19,10.81,10.67,9.68,9.32,9.03,8.94,8.97,8.97,9.07
California,06,Hospital Readmissions-Percentage (%),females, 65 Years and Over,6+,23.44,23.34,22.99,22.73,22.27,21.78,20.86,20.85,20.69,20.7,21.07
Colorado,08,Per Capita Spending-Actual ($),females, Less than 65 Years,0 to 1,2416.9438,2631.1728,2795.4116,2834.9536,2794.8377,2819.6322,2867.5375,3078.2615,3279.5711,3199.1133,3368.9239
Colorado,08,Per Capita Spending-Actual ($),females, Less than 65 Years,2 to 3,7775.3255,8668.6263,8732.5961,8794.3341,8661.2053,8720.635,9038.3456,9209.4994,9498.6183,9198.423,9586.5518
Colorado,08,Per Capita Spending-Actual ($),females, Less than 65 Years,4 to 5,16061.1638,17347.6379,17804.591,18214.4475,16432.0493,17608.2924,16827.4183,17759.6193,18159.8922,18011.1017,17675.2155
Colorado,08,Per Capita Spending-Actual ($),females, Less than 65 Years,6+,36862.7393,36824.8683,40647.0005,40706.4274,40846.9622,40277.1101,39711.9207,42352.071,40594.4005,41223.7499,40109.1541
Colorado,08,Per Capita Spending-Standardized ($),females, Less than 65 Years,0 to 1,2475.2577,2674.9268,2830.1742,2844.2846,2806.9736,2825.1471,2913.3142,3053.1362,3260.7205,3264.8922,3408.5515
Colorado,08,Per Capita Spending-Standardized ($),females, Less than 65 Years,2 to 3,7704.8543,8604.8555,8574.9602,8581.126,8411.9473,8569.9072,8861.6962,8881.9777,9264.581,9002.829,9358.1803
Colorado,08,Per Capita Spending-Standardized ($),females, Less than 65 Years,4 to 5,15517.0782,16758.9938,16929.6488,17314.0249,15778.7535,16701.9952,16213.4638,16669.5415,17143.0289,17145.7728,16838.5471
Colorado,08,Per Capita Spending-Standardized ($),females, Less than 65 Years,6+,34975.7068,35034.4847,37987.5377,38089.0833,37853.9364,37602.4158,37617.8521,38984.7463,38057.0551,38142.8689,37055.1744
Colorado,08,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,0 to 1,441.473,467.3117,464.5398,457.6555,481.5665,495.0866,518.5011,547.5252,561.2314,514.6365,501.4986
Colorado,08,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,2 to 3,1147.5777,1201.9362,1206.5557,1180.7082,1167.7114,1252.6172,1274.2216,1346.6652,1322.3649,1251.5899,1165.5219
Colorado,08,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,4 to 5,1985.0651,2094.2008,1956.9314,2070.4574,2123.2014,2212.5474,2159.2343,2283.4749,2163.0911,2209.5041,2134.0119
Colorado,08,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,6+,3917.586,3939.3204,4278.8671,4166.8332,4321.4132,4487.3779,4574.8527,4401.9231,4318.1979,4400.5135,4042.5532
Colorado,08,Hospital Readmissions-Percentage (%),females, Less than 65 Years,0 to 1,9.72,7.56,6.88,8.19,5.45,8.43,6.24,6.31,7.23,6.31,5.39
Colorado,08,Hospital Readmissions-Percentage (%),females, Less than 65 Years,2 to 3,11.97,12.61,11.79,11.69,11.62,10.61,10.38,11.06,11.05,9.92,11.16
Colorado,08,Hospital Readmissions-Percentage (%),females, Less than 65 Years,4 to 5,17,21.05,17.05,17.62,16.26,16.84,14.25,15.34,15.59,15.66,15.45
Colorado,08,Hospital Readmissions-Percentage (%),females, Less than 65 Years,6+,30.13,28.23,30.84,28.21,29.23,27.62,29.87,27.89,25.63,27.66,25.87
Colorado,08,Per Capita Spending-Actual ($),females, 65 Years and Over,0 to 1,1862.4733,1901.6648,1963.8784,2046.3056,2073.3662,2165.2853,2160.8856,2194.6579,2257.4773,2314.3432,2406.7013
Colorado,08,Per Capita Spending-Actual ($),females, 65 Years and Over,2 to 3,5514.3727,5712.1674,5914.3359,6016.2072,6035.5019,6240.7521,6186.8185,6439.916,6613.2379,6732.6122,6903.8999
Colorado,08,Per Capita Spending-Actual ($),females, 65 Years and Over,4 to 5,11919.3647,12549.6531,12721.9084,13075.8787,12610.643,12541.1426,12642.6439,12949.3048,12979.6589,12819.6214,13223.9771
Colorado,08,Per Capita Spending-Actual ($),females, 65 Years and Over,6+,27946.8273,29008.6895,29893.0238,30333.3142,30893.3632,29906.0384,29881.742,30578.435700000002,30703.9335,30731.3558,31050.6239
Colorado,08,Per Capita Spending-Standardized ($),females, 65 Years and Over,0 to 1,1870.9281,1914.504,1966.3952,2047.5189,2035.3944,2125.7425,2140.8245,2133.1811,2224.2406,2280.0086,2358.5559
Colorado,08,Per Capita Spending-Standardized ($),females, 65 Years and Over,2 to 3,5448.9839,5646.4602,5808.3108,5887.5627,5800.315,6028.7154,6016.884,6147.7405,6400.1954,6540.1237,6641.0578
Colorado,08,Per Capita Spending-Standardized ($),females, 65 Years and Over,4 to 5,11634.8038,12239.4882,12319.3084,12625.934,11993.6253,11941.4787,12144.8805,12282.8023,12415.5005,12240.3954,12543.4537
Colorado,08,Per Capita Spending-Standardized ($),females, 65 Years and Over,6+,27052.1224,28051.792,28684.8286,29104.2003,29135.0334,28260.0176,28434.0486,28829.428,29130.7512,29105.2766,29069.2305
Colorado,08,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,0 to 1,141.3007,137.9269,136.0037,133.5097,137.8467,143.5637,145.892,153.042,154.7898,151.7345,145.8859
Colorado,08,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,2 to 3,388.2529,387.9847,375.8836,378.3833,382.2241,396.6442,396.1253,421.933,424.4629,418.6608,403.751
Colorado,08,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,4 to 5,840.0014,847.7614,813.6517,825.655,804.6812,817.6731,824.0115,852.0826,841.76,826.4985,829.8789
Colorado,08,"ED Visits per 1,000 Beneficiaries",females, 65 Years and Over,6+,1886.2581,1949.8533,1908.4915,1938.2816,1925.8153,1954.5408,1942.056,1988.8277,1993.7059,1968.1049,1939.9447
Colorado,08,Hospital Readmissions-Percentage (%),females, 65 Years and Over,0 to 1,6.3,5.29,5.27,5.32,4.88,4.61,4.08,4.29,4.17,4.5,3.66
Colorado,08,Hospital Readmissions-Percentage (%),females, 65 Years and Over,2 to 3,7.05,7.35,6.8,7.03,6.13,6,5.9,5.65,5.65,5.24,5.19
Colorado,08,Hospital Readmissions-Percentage (%),females, 65 Years and Over,4 to 5,12.18,11.96,10.68,10.99,10.14,9.27,8.69,8.91,8.91,8.92,8.64
Colorado,08,Hospital Readmissions-Percentage (%),females, 65 Years and Over,6+,21.38,21.71,21.11,20.39,19.48,19.06,17.97,17.64,18,17.53,18.02
Connecticut,09,Per Capita Spending-Actual ($),females, Less than 65 Years,0 to 1,2790.4678,3001.4556,3189.8996,3025.0863,3075.3268,3270.4865,3359.4791,3500.0064,3566.6364,3569.3573,3792.4709
Connecticut,09,Per Capita Spending-Actual ($),females, Less than 65 Years,2 to 3,7575.3351,8394.0421,8629.0268,8742.1977,8401.8939,8440.6429,8805.1166,9255.2196,9194.9274,9312.3653,9658.4656
Connecticut,09,Per Capita Spending-Actual ($),females, Less than 65 Years,4 to 5,15609.8573,16122.9839,16802.8234,16523.4441,15589.2163,16194.7727,16922.3753,16371.2979,16366.6401,16447.4634,16920.4653
Connecticut,09,Per Capita Spending-Actual ($),females, Less than 65 Years,6+,39581.9828,40271.47,40951.8739,40735.9552,42814.0266,40979.6964,41379.6584,42744.4251,39482.2615,40081.9937,39491.7574
Connecticut,09,Per Capita Spending-Standardized ($),females, Less than 65 Years,0 to 1,2612.5393,2780.0811,2941.2888,2805.2471,2843.993,3101.7963,3204.9254,3144.1582,3296.9859,3304.0496,3499.5149
Connecticut,09,Per Capita Spending-Standardized ($),females, Less than 65 Years,2 to 3,6676.1812,7437.6871,7689.8357,7819.8245,7511.3361,7727.2042,7927.2063,8053.0934,8148.7923,8219.7865,8515.5407
Connecticut,09,Per Capita Spending-Standardized ($),females, Less than 65 Years,4 to 5,13273.858,13750.522,14333.8092,14362.5287,13412.3024,14174.8427,14623.2381,13846.5733,13982.0646,14060.2504,14505.5191
Connecticut,09,Per Capita Spending-Standardized ($),females, Less than 65 Years,6+,32392.334,33280.7047,33895.7683,34225.1248,35099.9164,34338.3347,34169.5353,34447.0434,32330.3332,32865.704,32512.2984
Connecticut,09,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,0 to 1,530.6782,543.2279,620.6866,612.5543,646.0768,643.959,654.405,661.2479,616.4128,566.9347,569.2242
Connecticut,09,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,2 to 3,1110.6591,1180.238,1200.8788,1211.6964,1243.0236,1307.7835,1252.1238,1288.9242,1222.2819,1186.5256,1147.0015
Connecticut,09,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,4 to 5,1785.6564,1852.1085,1931.7064,1963.1902,1967.9873,2021.496,2049.2585,1985.7118,1954.3253,1874.3353,1881.8313
Connecticut,09,"ED Visits per 1,000 Beneficiaries",females, Less than 65 Years,6+,3580.5627,3527.2408,3779.4263,4062.7273,4092.1569,4094.5762,3923.4708,4007.6076,3851.8969,3894.7856,3653.9675
Connecticut,09,Hospital Readmissions-Percentage (%),females, Less than 65 Years,0 to 1,11.9,9.85,11.07,10.21,13.17,8.22,10.48,13.22,9.07,7.21,8.13
Connecticut,09,Hospital Readmissions-Percentage (%),females, Less than 65 Years,2 to 3,11.72,14.16,13.78,16.1,14.34,15.12,12.95,14.54,12.97,11.19,13.5
Connecticut,09,Hospital Readmissions-Percentage (%),females, Less than 65 Years,4 to 5,18.89,18.31,19.82,17.53,18.29,17.3,19.06,15.82,21.54,17.33,17.49
Connecticut,09,Hospital Readmissions-Percentage (%),females, Less than 65 Years,6+,30.9,30.58,29.76,30.44,29.74,31.07,29.85,29.14,29.38,30.01,28.58
Connecticut,09,Per Capita Spending-Actual ($),females, 65 Years and Over,0 to 1,1853.5748,1965.7262,2009.81,2044.336,2090.1123,2158.2988,2258.1163,2292.5581,2350.4005,2377.3735,2471.698
Connecticut,09,Per Capita Spending-Actual ($),females, 65 Years and Over,2 to 3,4997.3604,5116.8619,5290.2385,5353.5654,5412.448,5488.0138,5630.8905,5826.5146,5841.1075,6068.3746,6323.7644
Connecticut,09,Per Capita Spending-Actual ($),females, 65 Years and Over,4 to 5,11269.273,11632.132,12020.1228,11836.2043,11806.3917,11637.2646,11803.1527,12157.9213,12200.4381,12252.8482,12819.2641
Connecticut,09,Per Capita Spending-Actual ($),females, 65 Years and Over,6+,30117.3095,31717.5472,32817.5559,33036.3473,33140.2249,32524.4419,33138.541,33800.8689,33356.0783,33258.096,34406.7752
Connecticut,09,Per Capita Spending-Standardized ($),females, 65 Years and Over,0 to 1,1668.4543,1765.6673,1806.0913,1865.1653,1877.4694,1987.8772,2089.1748,2051.9135,2136.1717,2150.2407,2233.7485
Connecticut,09,Per Capita Spending-Standardized ($),females, 65 Years and Over,2 to 3,4358.1132,4454.4112,4606.5243,4762.2672,4716.0571,4887.9545,4993.558,5027.952,5137.8368,5319.3274,5529.6406
Connecticut,09,Per Capita Spending-Standardized ($),females, 65 Years and Over,4 to 5,9519.738,9830.4381,10185.4513,10280.4151,10007.2776,10075.4661,10099.0855,10155.3099,10385.4745,10384.626,10857.1284
Connecticut,09,Per Capita Spending-Standardized ($),females, 65 Years and Over,6+,24793.3981,26177.2894,27101.8095,27928.911,27386.049,27235.7916,27251.2297,27254.7583,27385.5373,27154.2352,28130.0777
